N_PMUT,Frequency_Hz,Frequency_MHz,Amplitude_R_mean,Amplitude_R_std,Phase_deg_mean,Phase_deg_std,V,PMUTSweep,DetectionN,w_rad_s,phase_rad,X_val,Y_val
1,137573.4395506356,0.1375734395506356,0.699188,9.165151389939016e-06,0.015748166666666667,2.9737742572914885e-06,-0.005666183333333334,1,0,864399.4140427127,0.00027485735948615367,0.6991879735893732,0.00019217696504468645
1,138017.4295494285,0.1380174295494285,0.6992066666666666,1.7953644012683675e-05,0.015677833333333332,3.3171272711987058e-06,-0.005778086666666667,1,0,867189.0854796628,0.0002736298112455843,0.6992066404907208,0.00019132378583414778
1,138462.8524358433,0.1384628524358433,0.699211,1.4106735979724262e-05,0.015609600000000001,2.6851443164194644e-06,-0.00574248,1,0,869987.7600150658,0.0002724389149193069,0.6992109740512443,0.00019049228378315987
1,138909.7128317829,0.1389097128317829,0.6992196666666667,2.4006943440053182e-05,0.01554,1.7776388834633927e-06,-0.0055542866666666675,1,0,872795.466689194,0.0002712241657599188,0.6992196409484767,0.0001896452684494636
1,139358.0153785479,0.1393580153785479,0.6992276666666667,3.10053758780001e-05,0.015473599999999999,2.7073972741359803e-06,-0.005722133333333333,1,0,875612.234664199,0.0002700652671365946,0.699227641167495,0.00018883710429215084
1,139807.7647301221,0.13980776473012207,0.6992363333333333,2.8501461950794878e-05,0.015403633333333333,3.150132272355748e-06,-0.005711959999999999,1,0,878438.0931819235,0.0002688441184366159,0.6992363080639253,0.00018798557334934112
1,140258.9655546649,0.1402589655546649,0.6992583333333333,1.747378989607221e-05,0.015335666666666666,2.8005951748403426e-06,-0.005722133333333333,1,0,881273.0715732782,0.00026765787632167704,0.6992583082856417,0.00018716199826549802
1,140711.6225367489,0.1407116225367489,0.6992683333333334,2.8936712552199894e-05,0.015267366666666666,1.955334583475585e-06,-0.0056865299999999995,1,0,884117.1992723007,0.00026646581644256494,0.6992683085078982,0.00018633110514905505
1,141165.7403766142,0.1411657403766142,0.6992736666666667,2.532455988431187e-05,0.015197299999999999,3.3778691508118125e-06,-0.0057373933333333335,1,0,886970.5058114704,0.0002652429224133342,0.6992736420683843,0.00018547738873851428
1,141621.3237886765,0.1416213237886765,0.6992790000000001,1.652271164188995e-05,0.015131366666666667,2.7300793639254412e-06,-0.005772996666666666,1,0,889833.020812335,0.00026409216865985264,0.6992789756145075,0.00018467410546162054
1,142078.3775022727,0.1420783775022727,0.6992796666666666,7.571877794411603e-06,0.015063,2.835489375752131e-06,-0.005676356666666667,1,0,892704.7739901944,0.00026289894522790584,0.6992796425010106,0.00018383988466827975
1,142536.9062631532,0.1425369062631532,0.6993033333333333,2.050203241954093e-05,0.014993600000000001,4.54312667663926e-06,-0.005803513333333333,1,0,895585.7951634782,0.0002616876867270218,0.6993033093890315,0.00018299906953185243
1,142996.9148312438,0.1429969148312438,0.6993136666666667,1.3576941236252611e-05,0.014926566666666667,3.955165398985983e-06,-0.00579843,1,0,898476.1142396817,0.0002605177343517683,0.6993136429356359,0.0001821836099804429
1,143458.4079821377,0.1434584079821377,0.6993269999999999,1.0440306508907698e-05,0.014858266666666666,3.1134118476888745e-06,-0.0058442066666666665,1,0,901375.7612247423,0.00025932567447265614,0.6993269764851977,0.00018135344391927518
1,143921.3905070957,0.1439213905070957,0.6993323333333334,1.0692676621600278e-05,0.0147905,4.232020793899503e-06,-0.005778083333333333,1,0,904284.7662230392,0.0002581429230162213,0.6993323100323604,0.00018052769068142735
1,144385.8672137921,0.1443858672137921,0.6993426666666668,1.3868429375129998e-05,0.014723766666666666,2.8148416178070854e-06,-0.005696703333333333,1,0,907203.1594420813,0.0002569782066287237,0.6993426435751418,0.0001797158223209431
1,144851.8429225842,0.1448518429225842,0.6993519999999999,2.0420577856683918e-05,0.014657366666666666,3.435597958628023e-06,-0.005681443333333334,1,0,910130.9711690665,0.0002558193080053995,0.6993519771159723,0.0001789077427408001
1,145319.3224732274,0.1453193224732274,0.6993636666666667,1.2503332888997674e-05,0.014588433333333333,3.7872593432898866e-06,-0.005762823333333333,1,0,913068.2318130747,0.00025461619437435807,0.6993636439970011,0.00017806931336634244
1,145788.310717414,0.145788310717414,0.699374,9.539392014234279e-06,0.014522199999999999,3.304542328371118e-06,-0.005966276666666667,1,0,916014.9718581878,0.0002534602046331205,0.6993739775353816,0.00017726347525712178
1,146258.8125247422,0.1462588125247422,0.6993823333333333,3.2145502535984584e-06,0.0144534,2.787471972954157e-06,-0.005681443333333334,1,0,918971.221900994,0.0002522594181077484,0.6993823110808011,0.00017642577857036908
1,146730.8327804773,0.1467308327804773,0.6993933333333334,1.0785793124873853e-05,0.014386633333333334,3.2868424564220755e-06,-0.005783173333333333,1,0,921937.0126365197,0.00025109411994383356,0.6993933112855681,0.00017561355168256286
1,147204.3763840602,0.1472043763840602,0.699393,9.643650760965183e-06,0.0143185,4.050925820106931e-06,-0.005579716666666667,1,0,924912.3748488607,0.00024990496894680805,0.6993929781605818,0.00017478178412735522
1,147679.4482528376,0.1476794482528376,0.699411,1.8193405398622e-05,0.014254600000000001,4.471017781222287e-06,-0.00573231,1,0,927897.3394346173,0.00024878970355478373,0.6994109783545178,0.00017400625355789713
